longitude,latitude,environment.2017_land_distance,environment.2017_maximum_depth,environment.2017_mean_depth,environment.2017_minimum_depth,environment.2017_net_primary_production,environment.2017_sea.bottom_dissolved_oxygen,environment.2017_sea.bottom_salinity,environment.2017_sea.bottom_temperature,environment.2017_sea.surface_salinity,environment.2017_sea.surface_temperature,environment.2018_land_distance,environment.2018_maximum_depth,environment.2018_mean_depth,environment.2018_minimum_depth,environment.2018_net_primary_production,environment.2018_sea.bottom_dissolved_oxygen,environment.2018_sea.bottom_salinity,environment.2018_sea.bottom_temperature,environment.2018_sea.surface_salinity,environment.2018_sea.surface_temperature,environment.2019_land_distance,environment.2019_maximum_depth,environment.2019_mean_depth,environment.2019_minimum_depth,environment.2019_net_primary_production,environment.2019_sea.bottom_dissolved_oxygen,environment.2019_sea.bottom_salinity,environment.2019_sea.bottom_temperature,environment.2019_sea.surface_salinity,environment.2019_sea.surface_temperature,environment.2020_land_distance,environment.2020_maximum_depth,environment.2020_mean_depth,environment.2020_minimum_depth,environment.2020_net_primary_production,environment.2020_sea.bottom_dissolved_oxygen,environment.2020_sea.bottom_salinity,environment.2020_sea.bottom_temperature,environment.2020_sea.surface_salinity,environment.2020_sea.surface_temperature,environment.2021_land_distance,environment.2021_maximum_depth,environment.2021_mean_depth,environment.2021_minimum_depth,environment.2021_net_primary_production,environment.2021_sea.bottom_dissolved_oxygen,environment.2021_sea.bottom_salinity,environment.2021_sea.bottom_temperature,environment.2021_sea.surface_salinity,environment.2021_sea.surface_temperature,environment.2050_land_distance,environment.2050_maximum_depth,environment.2050_mean_depth,environment.2050_minimum_depth,environment.2050_net_primary_production,environment.2050_sea.bottom_dissolved_oxygen,environment.2050_sea.bottom_salinity,environment.2050_sea.bottom_temperature,environment.2050_sea.surface_salinity,environment.2050_sea.surface_temperature,fishing.activity.2017_reported_fishing,fishing.activity.2017_total_fishing,fishing.activity.2017_unreported_fishing,fishing.activity.2018_reported_fishing,fishing.activity.2018_total_fishing,fishing.activity.2018_unreported_fishing,fishing.activity.2019_reported_fishing,fishing.activity.2019_total_fishing,fishing.activity.2019_unreported_fishing,fishing.activity.2020_reported_fishing,fishing.activity.2020_total_fishing,fishing.activity.2020_unreported_fishing,fishing.activity.2021_reported_fishing,fishing.activity.2021_total_fishing,fishing.activity.2021_unreported_fishing,species.richness.2017,species.richness.2018,species.richness.2019,species.richness.2020,species.richness.2021,species.richness.2050,stocks.richness.2017,stocks.richness.2018,stocks.richness.2019,stocks.richness.2020,stocks.richness.2021,stocks.richness.2050,temperature_difference_2017,temperature_difference_2018,temperature_difference_2019,temperature_difference_2020,temperature_difference_2021,temperature_difference_2050,salinity_difference_2017,salinity_difference_2018,salinity_difference_2019,salinity_difference_2020,salinity_difference_2021,salinity_difference_2050,thermohalinity_2017,thermohalinity_2018,thermohalinity_2019,thermohalinity_2020,thermohalinity_2021,thermohalinity_2050
7.72,40.53,-0.398470496,-0.373096013,-0.389218686,-0.189492092,-0.231303797,0.000311354,-0.030799861,-0.756600284,-0.203293193,-0.71592066,-0.398470496,-0.06929777,-0.389218686,-0.189492092,-0.167333945,-0.002192692,-0.032418146,-0.746624457,-0.196451742,-1.03194002,-0.398470496,-0.373096013,-0.389218686,-0.189492092,0.236161416,-0.113308321,-0.03848104,-0.785809166,-0.274847862,-1.157712124,-0.398470496,-0.373096013,-0.389218686,-0.189492092,0.18956611,-0.042223625,-0.039407232,-0.742362598,-0.366336554,-0.973230321,-0.398470496,-0.373096013,-0.389218686,-0.189492092,0.209302993,-0.045820313,-0.044874241,-0.753011794,-0.157574613,-1.022199976,-0.398470496,-0.373096013,-0.389218686,-0.189492092,-0.289974497,-0.052623557,-0.233982112,-0.726797525,-1.04753517,-0.22540245,-0.229945611,-0.214034572,0.179724503,-0.13585104,-0.116868801,0.301174692,-0.26228109,-0.250359556,0.089679834,-0.219470041,-0.215147752,-0.081948519,-0.132141807,-0.128122839,-0.027868699,-0.520524492,0.228224594,0.504809093,0.524294948,0.534518364,0.073198996,-0.617387608,0.191201192,0.616013045,0.743405252,0.795487654,-0.05512355,0.085106089,-0.164645442,-0.220841111,-0.068019793,-0.145276943,0.345540191,-0.063357086,-0.090208606,-0.022091162,0.058116882,-0.086534249,0.716542508,0.016035257,-0.190002087,-0.179443631,-0.007289665,-0.172134993,0.693955609
8.22,40.53,1.324878959,-0.313833961,0.078329832,-0.219488657,-0.159564519,0.680826357,-0.23840937,1.351283636,-0.138852279,-0.910484799,1.324878959,-0.069295404,0.078329832,-0.219488657,-0.057742182,0.846477479,-0.220154272,0.992349724,-0.114098838,-1.080289268,1.324878959,-0.313833961,0.078329832,-0.219488657,0.455007501,0.341035377,-0.223503982,1.03729117,-0.146306285,-1.182408105,1.324878959,-0.313833961,0.078329832,-0.219488657,0.404687953,0.369602463,-0.294116708,1.027020549,-0.271149122,-1.145249697,1.324878959,-0.313833961,0.078329832,-0.219488657,0.541640259,0.220246306,-0.297107346,1.115158946,-0.141782242,-0.790550001,1.324878959,-0.313833961,0.078329832,-0.219488657,-0.219001165,0.666049891,-0.259063688,-0.37459946,-1.075159214,-0.166593644,0.412402152,0.402560862,0.107034118,0.429637877,0.420413992,0.1252884,0.475441804,0.469693931,0.240061299,0.332094165,0.329087704,0.210543596,0.511749729,0.50432457,0.283125274,0.814295294,1.909656418,1.962640739,1.907441629,1.884755302,0.958932473,0.22103779,1.533622561,1.438779464,1.357639513,1.407831002,0.74324406,-1.752283898,-1.634606497,-1.70831204,-1.651408945,-1.534558478,0.142045424,-0.337153232,-0.357764747,-0.321918534,-0.288567445,-0.362551067,0.719667133,-1.540514841,-1.485378389,-1.499644084,-1.428042308,-1.408728096,0.563035499
10.22,40.53,-0.28358053,-0.33021517,-0.3401257,-0.188008748,-0.258739885,-0.225280827,0.031504566,-0.527570681,0.046145686,-0.486898404,-0.28358053,-0.069296058,-0.3401257,-0.188008748,-0.218979869,-0.234028805,0.066143836,-0.443824469,0.144134537,-0.741647443,-0.28358053,-0.33021517,-0.3401257,-0.188008748,0.064009671,-0.321301172,0.089084803,-0.326515754,0.029010367,-0.812444034,-0.28358053,-0.33021517,-0.3401257,-0.188008748,0.113848046,-0.299271231,0.054470811,-0.435171533,-0.049848661,-0.825175515,-0.28358053,-0.33021517,-0.3401257,-0.188008748,0.031877313,-0.257987399,-0.009985917,-0.61977592,-0.007856035,-0.772933451,-0.28358053,-0.33021517,-0.3401257,-0.188008748,-0.315529671,-0.252816858,0.083549679,-0.35509696,-0.859692498,0.010612817,-0.257275088,-0.260105931,-0.273630696,-0.201096536,-0.203043389,-0.191774915,-0.294694991,-0.296458252,-0.284508098,-0.109587193,-0.106180229,-0.010202362,0.108244856,0.095384562,-0.184172764,-0.40365087,0.287222202,0.827443966,0.858360037,0.872077598,0.051055659,-0.384491664,0.593927603,1.148391316,1.074146777,1.031004326,0.104549972,0.068340182,-0.194797501,-0.336259162,-0.218279492,-0.067634853,0.25515282,-0.20715893,-0.281347135,-0.132743624,-0.090381239,-0.174496566,0.817866173,-0.102349259,-0.35498151,-0.346432204,-0.227209252,-0.179798438,0.701101289
10.72,40.53,-0.467404463,-0.37028345,-0.385144193,-0.213899052,-0.273779359,-0.171922707,0.02275656,-0.668134645,0.057578112,-0.328120991,-0.467404463,-0.069297658,-0.385144193,-0.213899052,-0.241003196,-0.171466292,0.054049601,-0.590002646,0.121864708,-0.74852439,-0.467404463,-0.37028345,-0.385144193,-0.213899052,-0.06176657,-0.228230401,0.057174675,-0.562503808,8.24E-05,-0.673533159,-0.467404463,-0.37028345,-0.385144193,-0.213899052,0.031842645,-0.196933327,0.014780791,-0.685315777,-0.061504834,-0.767343741,-0.467404463,-0.37028345,-0.385144193,-0.213899052,-0.000592088,-0.188839579,-0.015361134,-0.738918344,0.001288901,-0.851513956,-0.467404463,-0.37028345,-0.385144193,-0.213899052,-0.326936667,-0.213706246,-0.061908481,-0.619317965,-0.670391057,0.001519038,-0.415529083,-0.420645885,-0.454304073,-0.369169274,-0.372381021,-0.3442617,-0.415501389,-0.417639817,-0.392217718,-0.433729874,-0.435445559,-0.415374645,-0.424506531,-0.426584953,-0.413113829,-0.748120492,-0.562343351,-0.253980329,-0.167278392,-0.146420092,-0.081804362,-0.757125175,-0.658999008,-0.0615593,-0.059824166,-0.287889039,-0.374470593,0.297451029,-0.079503372,-0.04358959,0.029047128,-0.027482362,0.432858861,-0.226024535,-0.274759719,-0.143135227,-0.123587562,-0.187693124,0.53181338,0.052661826,-0.264114803,-0.137925599,-0.069592465,-0.159781892,0.630308462
11.22,40.53,-0.54618617,-0.376480366,-0.394825686,-0.215553669,-0.285876414,-0.200614849,0.027925893,-0.697515718,0.074782487,-0.222088188,-0.54618617,-0.069297906,-0.394825686,-0.215553669,-0.26413961,-0.198584167,0.056953864,-0.656857216,0.114656837,-0.640371128,-0.54618617,-0.376480366,-0.394825686,-0.215553669,-0.131340926,-0.196253648,0.053275944,-0.672889203,-0.021040938,-0.61528152,-0.54618617,-0.376480366,-0.394825686,-0.215553669,-0.017104257,-0.219597695,0.03289386,-0.710353112,-0.08138422,-0.645909633,-0.54618617,-0.376480366,-0.394825686,-0.215553669,-0.019460668,-0.159870547,0.022890229,-0.706958435,-0.02140996,-0.804785882,-0.54618617,-0.376480366,-0.394825686,-0.215553669,-0.325139469,-0.203604674,-0.057791168,-0.77952094,-0.616749551,0.008761893,-0.415535758,-0.420652325,-0.454304073,-0.369169274,-0.372381021,-0.3442617,-0.41550402,-0.417642364,-0.392217718,-0.433729874,-0.435445559,-0.415374645,-0.422838868,-0.424766327,-0.408405875,-0.766574222,-0.662639285,-0.427247204,-0.296215795,-0.303559736,-0.347524406,-0.850283552,-0.882735903,-0.303549424,-0.296068113,-0.382095708,-0.534144115,0.398591294,0.05736055,0.088347458,0.134816863,-0.018778003,0.549727001,-0.235020382,-0.265494021,-0.130182008,-0.088631401,-0.128974534,0.488562768,0.120598708,-0.155170358,-0.030901384,0.03399773,-0.109715936,0.678409515
11.72,40.53,-0.540676958,-0.370925438,-0.390728971,-0.216016325,-0.288004181,-0.195282799,0.015777308,-0.70617567,0.06647429,-0.218881792,-0.540676958,-0.069297684,-0.390728971,-0.216016325,-0.279693245,-0.192700515,0.044792562,-0.650987758,0.090562641,-0.524970038,-0.540676958,-0.370925438,-0.390728971,-0.216016325,-0.157551611,-0.186037112,0.038662739,-0.663740446,-0.040444071,-0.539477589,-0.540676958,-0.370925438,-0.390728971,-0.216016325,-0.052598575,-0.189079373,0.009790646,-0.719589484,-0.073341934,-0.58815305,-0.540676958,-0.370925438,-0.390728971,-0.216016325,-0.014405978,-0.211538029,0.001307611,-0.708024084,-0.046392754,-0.700684064,-0.540676958,-0.370925438,-0.390728971,-0.216016325,-0.330519789,-0.217098897,-0.035007557,-0.538039666,-0.601062267,0.043755433,-0.415391713,-0.420481055,-0.453561071,-0.369119307,-0.372332815,-0.3442617,-0.415500751,-0.4176392,-0.392217718,-0.433729874,-0.435445559,-0.415374645,-0.414622003,-0.416119706,-0.391995293,-0.766574222,-0.810133305,-0.60051408,-0.436874779,-0.361759604,-0.303237732,-0.896862741,-0.972230661,-0.690733621,-0.437814481,-0.429199043,-0.214797071,0.407899563,0.139757941,0.136900637,0.182914081,0.061159522,0.40639306,-0.240886776,-0.25740059,-0.129963265,-0.119612211,-0.130724382,0.493910337,0.123136357,-0.08770647,0.005124339,0.046597344,-0.051656465,0.588250419
12.22,40.53,-0.484637984,-0.389556698,-0.396370692,-0.216122416,-0.255662709,-0.191448075,0.033050978,-0.694592535,0.054792941,-0.327969123,-0.484637984,-0.069298428,-0.396370692,-0.216122416,-0.270399197,-0.186967261,0.051440988,-0.673962911,0.045012267,-0.403721683,-0.484637984,-0.389556698,-0.396370692,-0.216122416,-0.200755135,-0.232858268,0.043418347,-0.701715098,-0.096652216,-0.441171413,-0.484637984,-0.389556698,-0.396370692,-0.216122416,-0.041352582,-0.193541793,0.025845355,-0.735055788,-0.059658797,-0.614586314,-0.484637984,-0.389556698,-0.396370692,-0.216122416,-0.034007986,-0.265490833,0.022799082,-0.711652767,-0.056973389,-0.548172667,-0.484637984,-0.389556698,-0.396370692,-0.216122416,-0.31750765,-0.202990787,-0.033090184,-0.777862209,-0.528261985,0.055202542,-0.40849977,-0.411431193,-0.398331238,-0.345417908,-0.34345731,-0.216734389,-0.4129373,-0.414607762,-0.378239011,-0.42764592,-0.429199814,-0.406145886,-0.420228431,-0.422366463,-0.410692595,-0.717364276,-0.709837371,-0.564665761,-0.38412766,-0.355939617,-0.103947699,-0.896862741,-0.927483282,-0.642335596,-0.579560848,-0.570509046,-0.374470593,0.318839478,0.250351684,0.24003253,0.177183677,0.180001873,0.581776013,-0.212793056,-0.21109146,-0.079477123,-0.113227647,-0.099537631,0.432151215,0.078186649,0.02926979,0.11859538,0.047078881,0.05974997,0.662491242
12.72,40.53,-0.447709044,-0.393718797,-0.392775939,2.645183379,-0.184691723,-0.143109263,0.02461066,-0.450687192,0.019162422,-0.473340983,-0.447709044,-0.069298594,-0.392775939,2.645183379,-0.224664919,-0.143249287,0.044868392,-0.439031405,-0.071365758,-0.258370945,-0.447709044,-0.393718797,-0.392775939,2.645183379,-0.259070111,-0.291735492,0.036756855,-0.463250316,-0.166127177,-0.357343714,-0.447709044,-0.393718797,-0.392775939,2.645183379,-0.060177788,-0.286759572,0.026423417,-0.499865463,-0.044991277,-0.475072186,-0.447709044,-0.393718797,-0.392775939,2.645183379,-0.050228697,-0.313576946,0.015760626,-0.47645964,-0.059720114,-0.445766344,-0.447709044,-0.393718797,-0.392775939,2.645183379,-0.291725753,-0.290948648,0.123350356,-0.832159043,-0.465470021,0.060182414,-0.241173335,-0.244645867,-0.275364367,-0.183056449,-0.1867658,-0.215694411,-0.177969106,-0.178422087,-0.15634542,-0.298043431,-0.301299652,-0.336930195,-0.250027103,-0.253192774,-0.285326513,-0.311382221,-0.261455551,0.170224781,0.295724099,0.307538878,0.516065735,-0.57080842,-0.614251629,0.277226872,0.459912516,0.418660978,-0.374470593,0.016421228,0.166576341,0.10969786,0.080469338,0.060711828,0.623191033,-0.191766026,-0.117421779,-0.030350476,-0.124136795,-0.104592937,0.507965734,-0.129279441,0.036646345,0.058610502,-0.032144194,-0.032584598,0.739088005
13.22,40.53,-0.381237004,-0.384737767,-0.351787726,5.509855415,-0.201860996,-0.04219245,0.038885637,-0.351448379,-0.048122634,-0.477616522,-0.381237004,-0.069298235,-0.351787726,5.509855415,-0.249136026,-0.044911436,0.059423492,-0.30677771,-0.140308158,-0.192131103,-0.381237004,-0.384737767,-0.351787726,5.509855415,-0.279185332,-0.293134945,0.072427497,-0.234217583,-0.200215222,-0.308815906,-0.381237004,-0.384737767,-0.351787726,5.509855415,-0.115093412,-0.296386052,0.047029519,-0.332086145,-0.05625041,-0.392856315,-0.381237004,-0.384737767,-0.351787726,5.509855415,-0.069313111,-0.284061903,0.050505138,-0.311167545,-0.049186935,-0.38688946,-0.381237004,-0.384737767,-0.351787726,5.509855415,-0.264220856,-0.274122599,0.047243525,-0.450657507,-0.473791633,0.068033433,0.254951645,0.258683503,0.291917841,0.426774661,0.420922558,0.194706936,0.356098528,0.381709601,0.940173834,0.479578904,0.473665567,0.265320745,0.204038025,0.206482415,0.229589114,-0.15760114,-0.243756269,0.409213576,0.547738112,0.610178192,0.648925756,-0.337912476,-0.435262113,0.761207119,0.790654041,0.842590988,-0.05512355,-0.066512109,0.107634346,-0.039078819,-0.000650968,-0.033066359,0.362831405,-0.120096852,-0.042631058,0.0349788,-0.093293566,-0.07712546,0.451739331,-0.137584362,0.048462092,-0.003028508,-0.069153815,-0.081824643,0.532233444
13.72,40.53,0.635539194,-0.324131436,-0.278581228,-0.219488657,0.112977158,0.121215335,-0.017155866,0.037265137,-0.069833045,-0.514206654,0.635539194,-0.069295815,-0.278581228,-0.219488657,0.040503643,0.195350963,0.005595851,0.117185487,-0.136622379,-0.243522857,0.635539194,-0.324131436,-0.278581228,-0.219488657,0.032667978,-0.171015488,0.014707098,0.192741919,-0.228132504,-0.307163317,0.635539194,-0.324131436,-0.278581228,-0.219488657,0.144646369,-0.163815717,-0.001377859,0.071747754,-0.101349681,-0.396532404,0.635539194,-0.324131436,-0.278581228,-0.219488657,0.107836905,-0.178852852,0.026285486,0.151817805,-0.091407112,-0.363733116,0.635539194,-0.324131436,-0.278581228,-0.219488657,-0.062001003,-0.51364788,0.120083611,-0.354653467,-0.490773301,0.077631813,1.583484728,1.747088759,5.045646161,1.775585658,1.949265283,5.013185348,1.568210261,1.741887476,5.688814384,1.704650631,1.832895061,4.636626562,1.67550126,1.763723234,3.358898712,2.173720052,1.909656418,1.783399143,1.7960866,1.779995539,1.268939191,1.851309397,1.667864698,1.39038144,1.54663467,1.360727667,0.74324406,-0.405863536,-0.280681356,-0.381949591,-0.337106194,-0.403377876,0.302762748,-0.161127565,-0.102129063,-0.003555655,-0.109524405,-0.067309951,0.527262908,-0.41803517,-0.285397776,-0.28475616,-0.328770698,-0.349516542,0.542331553
14.22,40.53,1.187011023,-0.181612255,-0.034577856,-0.219488657,1.093917952,0.650214514,-0.100222027,0.735777892,-0.082618509,-0.448748496,1.187011023,-0.069290124,-0.034577856,-0.219488657,1.011766443,0.937854359,-0.11240408,0.749784558,-0.152034286,-0.258080401,1.187011023,-0.181612255,-0.034577856,-0.219488657,0.79074782,0.665437208,-0.138067052,0.72719296,-0.257985094,-0.3029704,1.187011023,-0.181612255,-0.034577856,-0.219488657,0.873473329,0.444556546,-0.121452885,0.650203879,-0.14230617,-0.419443058,1.187011023,-0.181612255,-0.034577856,-0.219488657,0.922839964,0.423577472,-0.124866436,0.838706505,-0.146990153,-0.222191806,1.187011023,-0.181612255,-0.034577856,-0.219488657,0.488251897,1.93052292,-0.081583922,0.516684509,-0.483525044,0.079760381,1.068169217,1.13402064,2.379382629,1.55718204,1.590358259,1.868031658,1.065862184,1.069406705,0.956065417,0.741803099,0.758842178,1.058398601,0.856323908,0.848014486,0.562777726,3.09640654,2.812319819,2.530239125,2.475938358,2.437654048,2.464679385,2.177363719,1.936348972,1.680769588,1.688381038,1.643347674,2.499652801,-0.919756201,-0.81312851,-0.809574447,-0.831409388,-0.871388125,-0.303189988,-0.238249653,-0.212263502,-0.141159391,-0.205510572,-0.178699539,0.352775668,-0.853782666,-0.76446352,-0.702266232,-0.763290512,-0.77975887,0.032398853
14.72,40.53,4.082238132,-0.134307076,0.062533823,-0.219488657,0.87715701,0.823606502,-0.130319906,1.976003916,-0.095787924,-0.366628025,4.082238132,-0.069288235,0.062533823,-0.219488657,0.725153261,1.007445315,-0.164587987,1.975797404,-0.183496307,-0.244460063,4.082238132,-0.134307076,0.062533823,-0.219488657,0.744328486,0.826108688,-0.193767602,1.994140992,-0.303824638,-0.271737117,4.082238132,-0.134307076,0.062533823,-0.219488657,0.896968643,0.403638664,-0.168702759,1.702332138,-0.173649903,-0.467178289,4.082238132,-0.134307076,0.062533823,-0.219488657,1.042100191,0.252431605,-0.19963374,2.182580049,-0.199058844,0.175986129,4.082238132,-0.134307076,0.062533823,-0.219488657,0.061555012,2.006785785,-0.09667208,0.617618416,-0.600301109,0.050121307,0.50592843,0.51800638,0.687071198,0.094815589,0.093446754,0.041700162,0.201251115,0.213149479,0.465780641,0.46172593,0.488766804,1.065245745,0.194544952,0.205942241,0.414813466,1.693923079,1.402276991,1.245674356,1.362388064,0.971017374,0.848215789,1.478675887,1.13089615,1.051595267,1.121395566,0.795487654,0.583570538,-1.85711411,-1.813417801,-1.807574669,-1.734723718,-1.69496275,-0.394750717,-0.259016668,-0.239675604,-0.163063016,-0.231315383,-0.213391684,0.441823249,-1.560195721,-1.53064876,-1.455625377,-1.447227414,-1.417078162,0.030756783
18.22,40.53,0.704473162,-0.141442235,0.060355374,-0.219488657,-0.154442665,1.494322434,0.13078456,0.437502886,0.376650739,-0.817411164,0.704473162,-0.06928852,0.060355374,-0.219488657,-0.205547399,1.520722155,0.095650649,0.374938601,0.160262815,-0.608742055,0.704473162,-0.141442235,0.060355374,-0.219488657,-0.389246311,1.613975427,0.146076649,0.451048853,0.304907567,-0.821885722,0.704473162,-0.141442235,0.060355374,-0.219488657,-0.264361555,1.588689478,0.150924824,0.427128077,0.423633026,-1.060119074,0.704473162,-0.141442235,0.060355374,-0.219488657,-0.252585224,1.688929709,0.175815834,0.430969259,0.506708539,-0.881035996,0.704473162,-0.141442235,0.060355374,-0.219488657,0.063384245,1.721713257,1.016962634,0.277383988,-0.405703341,1.01043088,3.625823377,3.623597808,2.925860775,2.350722446,2.414652545,3.153184563,3.027023936,3.014659869,2.202818993,4.46960976,4.446924881,3.354424488,2.180348225,2.203423566,2.418384066,1.37405843,1.284281775,1.406991792,1.819529764,1.809095473,0.538209072,1.059463188,1.13089615,1.245187366,1.49938588,1.454934336,0.423897016,-0.94938297,-0.769224943,-0.969870416,-1.095795112,-1.030043092,0.52908113,-0.380000949,-0.264411735,-0.29550338,-0.359500219,-0.408130135,1.201171832,-0.980137487,-0.77061019,-0.934677249,-1.071262163,-1.06793782,1.130532256
18.72,40.53,-0.398470496,-0.140705309,-0.257549281,-0.158538188,-0.170689104,0.423707418,0.149466979,-0.03944471,0.413379932,-0.761035676,-0.398470496,-0.06928849,-0.257549281,-0.158538188,-0.203481611,0.386473289,0.162506638,-0.066892089,0.250552102,-0.487815999,-0.398470496,-0.140705309,-0.257549281,-0.158538188,-0.454616988,1.1297574,0.182416776,-0.007544957,0.408150554,-0.578769231,-0.398470496,-0.140705309,-0.257549281,-0.158538188,-0.367598346,1.050065277,0.202226372,0.055316367,0.494468948,-0.914724705,-0.398470496,-0.140705309,-0.257549281,-0.158538188,-0.255849199,1.191483367,0.19981604,0.067537184,0.526121662,-0.780300037,-0.398470496,-0.140705309,-0.257549281,-0.158538188,0.148543673,-0.175237103,0.941507422,0.01736913,-0.079523571,0.987803292,-0.025177633,-0.014644388,0.222447132,-0.162056282,-0.152159799,0.08875917,0.037185724,0.034447971,-0.035687102,0.896195598,0.889043567,0.60023538,0.433374161,0.420030109,0.090637222,0.691270429,0.759203065,0.379339976,0.676675515,0.854617638,-0.015374352,1.292359132,1.309885666,0.858003168,1.121395566,1.172314329,0.264223494,-0.524610237,-0.313618037,-0.420920838,-0.686535688,-0.649066727,0.69417797,-0.391117101,-0.27247427,-0.340514689,-0.360404718,-0.399235372,0.854372218,-0.675153865,-0.43695112,-0.562439704,-0.770666696,-0.778432971,1.011809241
19.22,40.53,0.780663351,-0.061343712,0.429540375,-0.219488657,0.802020698,1.928686012,0.143905261,1.553661877,0.290232902,-0.784845367,0.780663351,-0.069285321,0.429540375,-0.219488657,0.711238446,1.912318481,0.089927646,1.636554725,0.107256349,-0.352316342,0.780663351,-0.061343712,0.429540375,-0.219488657,0.409999949,1.461684084,0.169805211,1.766783377,0.323485219,-0.399284005,0.780663351,-0.061343712,0.429540375,-0.219488657,0.488998403,1.374740377,0.211210271,1.627944185,0.418317943,-0.696444209,0.780663351,-0.061343712,0.429540375,-0.219488657,0.955857086,1.437318508,0.183535305,1.696962336,0.396396399,-0.616799139,0.780663351,-0.061343712,0.429540375,-0.219488657,1.347905718,2.010421731,0.823890139,2.000390773,0.158875927,0.940011907,-0.395160513,-0.399992701,-0.431271004,-0.152616085,-0.158524716,-0.238833923,0.390936445,0.368882972,-0.241836253,1.409267141,1.362970333,0.073600723,0.90830988,0.874184348,0.058623136,2.450525999,2.175145654,1.855095781,1.848833719,1.844015394,2.154672668,1.991046963,1.757359456,1.438779464,1.357639513,1.454934336,1.222264626,-1.823191611,-1.615316905,-1.71844627,-1.833831584,-1.890070334,-0.722505517,-0.293467352,-0.224603644,-0.285404111,-0.290973301,-0.308480814,0.54880706,-1.560585145,-1.371721374,-1.480158168,-1.56409701,-1.63256823,-0.113493063
22.72,40.53,6.494927379,3.159475053,6.793036533,-0.219488657,2.045820476,-9.205247877,-0.602905051,2.096188729,-0.543296919,-1.839173887,6.494927379,-0.069156704,6.793036533,-0.219488657,1.864758703,-9.079372072,-0.168018805,2.7575638,-0.02508766,-1.095276978,6.494927379,3.159475053,6.793036533,-0.219488657,1.64939554,-9.866646951,-0.106952043,2.888583856,0.027615012,-1.047172715,6.494927379,3.159475053,6.793036533,-0.219488657,1.364021051,-10.0869116,0.445504005,2.223065054,0.807455388,-1.583887739,6.494927379,3.159475053,6.793036533,-0.219488657,1.672667688,-9.961837857,-0.086607398,2.927045285,0.006190735,-0.710215945,6.494927379,3.159475053,6.793036533,-0.219488657,1.645118369,1.875946728,0.400790256,1.145814176,-0.675274081,-1.795610538,-0.376965914,-0.383433707,-0.454180239,-0.368992603,-0.372210574,-0.3442617,-0.359765565,-0.363350161,-0.38368335,-0.424628742,-0.426522055,-0.411951073,-0.254447426,-0.263312237,-0.412306751,-0.932657789,-1.028424454,-1.389177102,-1.327715014,-1.3336974,1.77823594,-0.94344193,-1.061725419,-1.561898065,-1.477287845,-1.465472401,2.659326323,-3.030225964,-3.100977643,-3.100510062,-2.947552854,-2.991578802,-2.08270846,-0.382705413,-0.380123431,-0.339161193,-0.346678506,-0.266023663,0.921927112,-2.516309949,-2.595275515,-2.54073735,-2.424927323,-2.4189832,-0.758444449
24.22,40.53,1.187011023,0.316293076,0.889657608,-0.219488657,0.989149957,0.434986159,-0.151009908,0.360988704,-1.411655167,-1.175583492,1.187011023,-0.069270241,0.889657608,-0.219488657,0.8778514,0.571562024,-0.111209291,0.842953547,-1.564779105,-0.726888669,1.187011023,0.316293076,0.889657608,-0.219488657,0.333576467,1.996045772,-0.154687324,0.521470454,-1.297305509,-0.606405918,1.187011023,0.316293076,0.889657608,-0.219488657,0.34883368,2.04593881,-0.0401343,1.097907267,-0.729611665,-0.798941374,1.187011023,0.316293076,0.889657608,-0.219488657,0.532647678,1.995185655,-0.240835697,0.746477897,-1.809739657,-0.90046834,1.187011023,0.316293076,0.889657608,-0.219488657,0.548249504,0.975878089,0.483246047,1.058121785,-1.044071979,-3.182986011,2.617798262,2.551209639,0.586146728,0.784363462,0.750210441,-0.138606036,2.306761512,2.228426774,-0.116763606,2.063256061,1.998051238,0.158892316,1.875593059,1.794543298,-0.125256085,2.247534971,2.004052591,1.430890671,1.602680496,1.518096133,1.77823594,1.897888586,1.667864698,1.438779464,1.404888302,1.360727667,1.381938148,-1.149681116,-1.244314097,-0.867648158,-1.467413429,-1.309134685,-3.013556159,0.825383302,1.009539915,0.681665577,0.342813458,1.081174381,1.311655372,-0.239100564,-0.175031886,-0.137377341,-0.827832929,-0.169275458,-1.112007191
